logprob,Id,Ti,L,Y,CC,ECC,RId,W,AA,F,J
-22.481,2465840255,uav surveying for a complete mapping and documentation of archaeological findings the early neolithic site of portonovo,en,2016,1,1,"2127894643,2142566733,2057712137,2127229172,1977257882,1694438131,1449506780,2339895789,2049432705,2262665369,2112458897,1685398086","archaeological,complete,documentation,early,mapping,neolithic,portonovo,site,surveying,uav",e s malinverni|2806791414|c conati barbaro|2691529183|r pierdicca|2807016280|c a bozzi|2702611082|a n tassetti|2612735131,topographic map|55555194|spite|181836184|remote sensing|62649853|photogrammetry|117455697|excavation|31858485|engineering|127413603|documentation|56666940|documentary evidence|95480931|decision support system|107327155|archaeology|166957645|aerial survey|176262533,isprs international archives photogrammetry remote sensing spatial information sciences|2764939010
-22.484,2560650789,educational activities of remote sensing archaeology conference presentation,en,2016,0,0,,"activities,archaeology,conference,educational,presentation,remote,sensing",diofantos g hadjimitsis|1987843543|athos agapiou|2102797581|vasilki lysandrou|2755873259|kyriacos themistocleous|2024531300|branka cuca|958544279|argyro nisantzi|2044689416|rosa lasaponara|233151887|nicola masini|146908812|thomas krauss|2120018674|daniele cerra|1814716107|ursula gessner|2304226411|gunter schreier|2694138071,remote sensing|62649853|interactive learning|2776716048|ground penetrating radar|71813955|geography|205649164|emerging technologies|207267971|documentation|56666940|cultural heritage|60671577|archaeology|166957645,
-22.492,2470753723,filtering techniques on analysis of archeology areas using radarsat images case study of lembah bujang malaysia,en,2016,0,0,"2117294245,2162457349,1555700134,2030943928,1580987700,1966625611,1984760092,2020581518,182008280","archeology,areas,bujang,case,filtering,images,lembah,malaysia,radarsat,techniques",m n norzailawati|2462105782|r s akma|2463150799|a alias|2521504504|m a zuraini|2560579897,speckle pattern|102290492|speckle noise|180940675|remote sensing|62649853|radar imaging|10929652|mathematical morphology|185568154|filter|106131492|computer vision|31972630|computer science|41008148|artificial intelligence|154945302|archaeology|166957645|adaptive filter|102248274,isprs annals photogrammetry remote sensing spatial information sciences|2737735205
-22.503,2284108460,expedient technologies and curated tools within a system of high residential mobiltty an example using mass analysis of flakes from the simpson desert central australia,en,2008,3,3,"1513715049,1992854443,2252985667,1976430104,2074718002,2045038177,2330525012,1502817490,2315736443,2148268956,2330227854,2044938176,2111322585,2260044564,2224771883,2016828868,1998931033,2275441274,2065243319,583415040,2560144765","australia,central,curated,desert,example,expedient,flakes,high,mass,mobiltty,residential,simpson,system,technologies,tools",huw barton|2646149371,remote sensing|62649853|raw material|206139338|provisioning|172191483|geography|205649164|composition|169260993|archaeology|166957645,lithic technology|2764680422
-22.512,2172837469,assessing the impact of human activity on cultural heritage in svalbard a remote sensing study of london,en,2015,1,1,"2005073772,2027254180,2063623478,2128175703,2394062029,2022114612,2067207996,2075092516,1993803757,2149401027,1974657071,1715008384,1513226465,2497898849,567998182,647457194,2323118420","activity,assessing,cultural,heritage,human,impact,london,remote,sensing,svalbard",alma elizabeth thuestad|2670003905|hans tommervik|2020360723|stian solbo|2174852975,vegetation|172427765|tourism|18918823|remote sensing|62649853|geography|205649164|cultural heritage|60671577|archaeology|166957645,polar journal|2764895074
-22.515,2809786260,lidar from drones employed for mapping archaeology potential benefits and challenges,en,2018,0,0,"1983818779,2083281122,2213196136,1932582440,2151487447,2587918125,2795602331,2281535235,2008235313,2008524030,2740492911,1573625869","archaeology,benefits,challenges,drones,employed,lidar,mapping,potential",ole risbol|2643868022|lars gustavsen|2675179116,remote sensing|62649853|lidar|51399673|geology|127313418|documentation|56666940|archaeology|166957645,archaeological prospection|180658431
-22.525,2339898196,radiometric calibration of als data for archaeological interpretation,en,2013,2,2,"2033908379,1003791718,2016077123,2125107731,2152087413,2188164250","als,archaeological,calibration,data,interpretation,radiometric",christian briese|1834339306|michael doneus|2077736714|geert verhoeven|2169669433,terrain|161840515|remote sensing|62649853|radiometric dating|170187044|radiometric calibration|2778522173|point cloud|131979681|lidar|51399673|geology|127313418|data acquisition|163985040|backscatter|144743798|archaeology|166957645|amplitude|180205008,
-22.525,2012666849,investigating regional lithic procurement using multi spectral imagery and geophysical exploration,en,1996,8,8,,"exploration,geophysical,imagery,investigating,lithic,multi,procurement,regional,spectral",thomas l carr|2309098916|mort d turner|2432640485,survey methodology|73945780|spectral signature|176641082|remote sensing|62649853|procurement|201650216|multispectral image|173163844|geology|127313418|exploration geophysics|235608|arctic|518008717|archaeology|166957645|aerial photography|133214962,archaeological prospection|180658431
-22.535,2107278267,underwater ground penetrating radar in archeological investigation below sea bottom,en,2004,2,2,,"archeological,below,bottom,ground,investigation,penetrating,radar,sea,underwater",a p abramov|2428425394|a g vasiliev|2306896238,underwater|98083399|transmitter|47798520|remote sensing|62649853|ground penetrating radar|71813955|engineering|127413603|directional antenna|64671776|archaeology|166957645|antenna|21822782,
-22.536,2463106582,the effects of seasonal variation on archaeological detection using earth resistance preliminary results from an ongoing study,en,2011,0,0,,"archaeological,detection,earth,effects,ongoing,preliminary,resistance,seasonal,variation",rob fry|2127947565|anthony beck|2122419906|chris gaffney|2150497552|david stott|2315665737,water content|24939127|soil water|159750122|soil test|50516716|situated|132829578|seasonality|125403950|remote sensing|62649853|hydrology|37037264|geography|205649164|ditch|2778572946|data collection|133462117|archaeology|166957645,
-22.541,1980495970,performance evaluation of data fusion techniques for archaeological prospection based on satellite data,en,2007,1,1,,"archaeological,data,evaluation,fusion,performance,prospection,satellite,techniques",rosa lasaponara|233151887|antonio lanorte|116418866|rosa coluzzi|2305406398|nicola masini|146908812,wavelet|47432892|sensor fusion|33954974|satellite imagery|2778102629|remote sensing|62649853|prospection|2778426922|multispectral image|173163844|merge|197129107|geology|127313418|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,remote sensing|43295729
-22.543,137809446,interfaces mobile gis in archaeological survey,en,2004,2,2,"1538404606,1984245237","archaeological,gis,interfaces,mobile,survey",nicholas tripcevich|30171871,remote sensing|62649853|geography|205649164|archaeology|166957645,saa archaeological record|2764361678
-22.546,2586149153,surface deformation data in the archaeological site of petra from medium resolution satellite radar images and squeesar algorithm,en,2017,1,1,"2047029664,2099008772,2123632763,2075550759,2021517173,1638127209,2070975456,2101953912,1965880416,2023375984,1547451812,2042898235,2016059521,2798307807,649238647,207616987,2482269705,657473165,572320341,1532216120,2371450507,2315256247","algorithm,archaeological,data,deformation,images,medium,petra,radar,resolution,satellite,site,squeesar,surface",simona alberti|2672582745|alessandro ferretti|2618351696|gabriele leoni|2666151693|claudio margottini|329873764|daniele spizzichino|1183408569,satellite|19269812|rockfall|204665574|remote sensing|62649853|radar imaging|10929652|interferometric synthetic aperture radar|22286887|geology|127313418|cliff|164139821|archaeology|166957645|algorithm|11413529,j cult herit|1016481467
-22.549,1626237695,astronomical heritages astronomical archives and historic transits of venus,,2005,2,2,,"archives,astronomical,heritages,historic,transits,venus",christiaan l sterken|668539304|hilmar w duerbeck|93384037,venus|2779900269|sextant|84291770|remote sensing|62649853|geography|205649164|archaeology|166957645,
-22.549,2141584093,geospatial predictive modelling of the neolithic archaeological sites of magnesia in greece,el@@@en,2011,3,3,"2797148637,2101320768,2162480849,1587782513,1578800471,1563779243,1971313333,1989837633,1993243599,2157235704,1991893215,1512921847,2004463761,313313180,2060417909,1553615793,2110399644,2060100276,2460054742,2106625025,2468449977,2480192577","archaeological,geospatial,greece,magnesia,modelling,neolithic,predictive,sites",konstantinos perakis|2669659503|athanasios moysiadis|295209173,remote sensing|62649853|predictive modelling|45804977|human settlement|16678853|geospatial analysis|9770341|geography|205649164|evidential reasoning approach|156201811|elevation|142816520|digital earth|120938966|dempster shafer theory|178011137|data mining|124101348|archaeology|166957645,int j digit earth|199162493
-22.55,2309108665,analysis of the efficiency in archaeology of gps satellite surveying versus classical surveying using totalstations applications in the thorikos region and on the pyrgari greece,en,2000,2,2,,"applications,archaeology,classical,efficiency,gps,greece,pyrgari,region,satellite,surveying,thorikos,totalstations,versus",alain de wulf|2894388718|tom van herck|2311639874|morgan de dapper|1968360794|beata de vliegher|2727538662,satellite|19269812|global positioning system|60229501|geography|205649164|cartography|58640448|archaeology|166957645,
-22.554,1561224564,hierapolis di frigia applicazioni informatiche alle ricognizioni archeologiche e telerilevamento da satellite l esempio degli acquedotti della citta,en@@@it,2007,1,1,,"acquedotti,alle,applicazioni,archeologiche,citta,da,degli,della,di,esempio,frigia,hierapolis,informatiche,l,ricognizioni,satellite,telerilevamento",giuseppe scardozzi|2907755966,visualization|36464697|terracotta|2779201679|shuttle radar topography mission|184149073|satellite|19269812|metadata|93518851|global positioning system|60229501|geographic coordinate system|123046963|computer science|41008148|assisted gps|198613851|archaeology|166957645,archeologia e calcolatori|2738442270
-22.558,2792566648,remote sensing and geo archaeological data inland water studies for the conservation of underwater cultural heritage in the ferrara district italy,en,2018,0,0,2525702006,"archaeological,conservation,cultural,data,district,ferrara,geo,heritage,inland,italy,remote,sensing,studies,underwater,water",giovanna bucci|2792495657,wetland|67715294|underwater|98083399|side scan sonar|2776355146|remote sensing|62649853|quaternary|160464908|multidisciplinary approach|22467394|geology|127313418|cultural heritage|60671577|chronology|181536285|archaeology|166957645|anthropization|2779686427,remote sensing|43295729
